pBAD/Ara,pCin/OHC14,pCymRC/Cuma,pPhlF/DAPG,pSalTTC/Sal,pRhaB/Rha,pLuxB/AHL
0.02228107929150803,0.0036086740605859955,0.002681675219334547,1.3359708657507035,0.010163880152292666,0.023472934944545606,0.051053554488745795
0.5086906141367323,0.001887104783976163,0.002681675219334547,1.4630359212050985,0.010693593775864924,0.25164707829829497,0.03380573202633168
1.997384538983612,0.0012911769574573747,0.002681675219334547,1.7386194338685648,0.011289521602383711,0.3290514815427909,0.0322534280047144
5.066942559178944,0.0016222479721900347,0.0065883131931799375,2.5689455388180766,0.02334050653865254,0.458500248303261,0.04168223761750079
8.459493461347458,0.0016884621751365669,0.03664956133090548,4.518953815593445,0.08194007614633339,0.686740605859957,0.08807888004139477
10.851878828008608,0.0014898195662969708,0.1966892898526734,8.528290018208907,0.3843403410031452,1.0721072670087735,0.3774398482191623
12.131203443138553,0.001953318986922695,0.6439000165535508,11.404436351597418,1.3363681509683827,1.7841085912928323,1.3690746543248915
12.474788942228107,0.0358549908955471,1.0646250620758153,11.94871709981791,2.7322297632842245,3.133024333719583,2.7974818179204877
12.132461512994537,1.0066876344975997,1.3958285052143684,12.097963913259393,4.014931302764443,5.9185234232742925,4.53313019231322
12.682039397450753,3.113491143850356,1.607846383049164,12.477305081940075,5.402780996523754,9.725111736467472,5.803144852962314
13.237444131766264,4.189736798543287,1.8048336368150968,13.025360039728522,6.769442145340175,12.345075318655852,6.901658665593469
13.983347127958947,3.6041383876841584,2.2630359212050983,14.40638967058434,8.118424101969872,13.241814269160734,7.825279558455745
